level_0	objid	redshift	redshift_error	ra_obj	dec_obj	snr_Ha	emline_flag	Par	index	zbest	emline_flag_best	cosmosra	cosmosdec	cosmosid	cosmosz	cosmoshst	cosmoszmed	cosmoszlow	cosmoszup
904	340.0	1.97119	0.00248	150.133584	2.484771	-1.0	1.0	Par024	848	1.97119	1.0	150.13358277813134	2.484764024015633	432422.0	1.9835	26.144308112771554	1.9835	1.8779	2.0554
905	449.0	0.60832	0.0004	150.119616	2.486088	14.368932038834954	1.0	Par024	849	0.60832	1.0	150.1196127338936	2.4860799818245134	431909.0	0.5895	23.272797465767304	0.5895	0.5564	0.6061
906	433.0	0.66876	0.0	150.120563	2.486157	1.98576512455516	4.0	Par024	850	0.66876	1.5	150.1205610080377	2.4861446948295196	431910.0	0.6154	24.660418530676466	0.6154	0.5882	0.7
907	640.0	1.24709	0.0	150.113197	2.488369	14.11111111111111	1.0	Par024	851	1.24709	1.0	150.11320073398795	2.488365192566146	431859.0	1.1596	23.777706560779137	1.1596	1.1297	1.2482
908	762.0	2.17911	0.0	150.120835	2.489613	-1.0	2.0	Par024	852	2.17911	2.0	150.1208361819754	2.489606370469988	432432.0	2.283	27.077396379539735	2.283	2.1168	2.3115
909	847.0	1.18268	0.00149	150.13637	2.490395	3.646017699115044	2.0	Par024	853	1.18268	2.0	150.13637309123652	2.490380640709121	433339.0	1.1544	27.414614573752843	1.1544	0.6945	1.4875
910	814.0	2.22985	0.0	150.147538	2.490062	-1.0	2.0	Par024	854	2.22985	2.0	150.14753960816543	2.490053515002489	433868.0	2.1001	25.607999639610096	2.1001	2.0135	2.2209
911	905.0	1.15233	0.0	150.113437	2.490935	4.123376623376624	4.0	Par024	855	1.15233	4.0	150.1134346548599	2.490930391595546	432227.0	1.6324	25.78774831103012	1.6324	1.5805	1.6491
912	1072.0	0.6752	0.0	150.143014	2.492404	9.576271186440676	2.0	Par024	856	0.6752	2.0	150.14302038570284	2.4923990790750934	433986.0	0.6332	24.64502290904333	0.6332	0.5336	0.7273
913	1230.0	1.32932	0.00173	150.134229	2.494004	4.17948717948718	4.0	Par024	857	2.053183826094596	1.5	150.13422918488413	2.4940063416148934	433733.0	1.9909	26.549493402288995	1.9909	1.8324	2.1623
914	100.0	0.87556	0.00038	150.133247	2.480673	14.116719242902208	4.0	Par024	858	1.458412522482948	1.5	150.1332344561846	2.4806480832701157	431790.0	1.4426	26.461805191787633	1.4426	1.2889	1.6659
916	1214.0	1.98775	0.0	150.132685	2.493801	-1.0	2.0	Par024	859	1.98775	2.0	150.13269163309226	2.4937935757331045	433639.0	1.9004	25.703907008448432	1.9004	1.7659	1.9827
918	736.0	1.69353	0.00049	150.128966	2.489365	-1.0	3.0	Par024	861	1.69353	3.0	150.1289662510255	2.4893600546393753	432798.0	1.6896	25.820608366885534	1.6896	1.6779	1.7159
919	1470.0	0.68972	0.00222	150.121645	2.495993	5.836065573770492	4.0	Par024	862	1.2148205375940448	1.5	150.12164648639134	2.4959830175149076	433380.0	1.165	25.787292977809493	1.165	1.1303	1.2238
920	1633.0	1.13957	0.00174	150.140913	2.497395	6.643109540636042	2.0	Par024	863	1.13957	2.0	150.14091031949744	2.4973813657166595	434548.0	1.815	25.503243666729073	1.815	1.7252	1.9593
922	1870.0	1.23125	0.0	150.142616	2.499262	2.725	2.0	Par024	864	1.23125	2.0	150.1426317152445	2.4992505201347295	434804.0	1.1739	25.48866286354454	1.1739	1.1365	1.2306
923	1878.0	0.8989	0.00011	150.129706	2.499201	102.63157894736842	4.0	Par024	865	0.8989	1.5	150.12971008831383	2.4991931937075877	434288.0	0.9101	23.236433167288588	0.9101	0.9031	0.92
925	2007.0	0.90263	0.00044	150.126441	2.50048	11.475409836065571	4.0	Par024	866	1.4938948461535388	1.5	150.12644006453402	2.5004732662767006	434271.0	1.5704	26.250609652850784	1.5704	1.2802	1.9264
926	2234.0	2.16961	0.0	150.133614	2.502389	-1.0	1.0	Par024	867	2.16961	1.0	150.13361659841237	2.502364963851692	434795.0	2.2627	25.786425251953137	2.2627	2.0984	2.4166
927	2574.0	1.13878	0.00111	150.1378	2.505738	7.310924369747899	2.0	Par024	868	1.13878	2.0	150.13780926360067	2.50573156240706	435399.0	1.932	27.23908971503889	1.932	1.5526	2.1656
928	2600.0	2.20168	0.00149	150.138607	2.505854	-1.0	4.0	Par024	869	2.20168	1.5	150.13861640729172	2.5058468210145444	435487.0	2.3715	26.02966980583811	2.3715	2.3544	2.3874
930	2882.0	0.90274	0.00071	150.150233	2.50829	9.642857142857142	4.0	Par024	870	0.90274	4.0	150.15024215566	2.5082696621791074	456687.0	0.2842	27.54313908658264	0.2842	0.0761	1.0607
932	2971.0	1.42714	0.00124	150.12957	2.509056	3.0657894736842106	2.0	Par024	871	1.42714	2.0	150.12957039428213	2.50904809920355	435462.0	1.4111	25.921353076282294	1.4111	1.359	1.4471
933	3220.0	1.78025	0.0	150.120321	2.51139	-1.0	3.0	Par024	872	1.78025	3.0	150.12031599604006	2.51138742245757	435316.0	-99.0	26.642240861818337	2.4798	2.3409	2.5415
934	3242.0	1.50758	0.0	150.149652	2.511614	2.798387096774193	4.0	Par024	873	1.50758	1.5	150.14965979090044	2.511604613495196	436842.0	1.433	28.944169100809805	1.433	0.2033	1.5247
935	3333.0	1.20121	0.00294	150.136906	2.512553	5.371287128712871	2.0	Par024	874	1.20121	2.0	150.1369092882473	2.5125463620912876	436278.0	2.0893	27.129729690568656	2.0893	1.972	2.2008
936	3370.0	2.18864	0.0	150.127515	2.512872	-1.0	1.0	Par024	875	2.18864	1.0	150.12752576614403	2.5128691198163677	435847.0	2.3474	25.316667451618805	2.3474	2.34	2.3661
938	3485.0	0.86757	0.00072	150.118581	2.514353	8.777589134125638	4.0	Par024	877	0.86757	4.0	150.11859181701436	2.5143482838428257	435632.0	0.6694	26.74307960994957	0.6694	0.5281	0.8056
939	3495.0	1.76362	0.0	150.141963	2.514425	-1.0	2.0	Par024	878	1.76362	2.0	150.14197599001716	2.5144184703789287	436853.0	1.7284	25.892238557810643	1.7284	1.6348	1.8031
940	3501.0	2.0034	0.0	150.1439	2.514438	-1.0	1.0	Par024	879	2.0034	1.0	150.14391412689258	2.5144268047973553	436962.0	1.7942	25.153695469733037	1.7942	1.6898	1.935
941	3703.0	1.42841	0.00177	150.126082	2.517314	2.7115384615384617	2.0	Par024	880	1.42841	2.0	150.12608527130493	2.51730441405681	436410.0	1.5006	26.368975998126118	1.5006	1.3445	1.6353
942	3713.0	2.28332	0.00099	150.131621	2.517379	-1.0	2.0	Par024	881	2.28332	2.0	150.13162581484207	2.5173702906415305	436749.0	2.1674	25.812756354045334	2.1674	2.0829	2.2813
944	3726.0	2.29374	0.00209	150.127834	2.517718	-1.0	4.0	Par024	882	2.29374	1.5	150.12784059977386	2.517710174058711	436589.0	2.2051	25.875243987127035	2.2051	2.1171	2.319
945	3808.0	1.32667	0.0	150.127576	2.518902	11.04895104895105	1.0	Par024	883	1.32667	1.0	150.12757264762718	2.5188941250762547	436785.0	1.197	23.877368878223017	1.197	1.184	1.3037
946	21.0	1.17493	0.00114	150.252891	1.955449	5.1265822784810124	2.0	Par025	884	1.17493	2.0	150.25288608096903	1.955447380796497	336206.0	1.16	25.812161713684823	1.16	1.1189	1.2026
947	53.0	1.17181	0.0	150.251979	1.956899	10.357142857142858	1.0	Par025	885	1.17181	1.0	150.2519721954788	1.9569028230421088	336371.0	1.1488	25.99260029104199	1.1488	1.0851	1.1975
948	77.0	1.22955	0.0	150.252956	1.957693	3.3968871595330734	4.0	Par025	886	1.22955	1.5	150.2529530283839	1.9576967071860718	336492.0	1.1502	26.57577477920496	1.1502	1.0542	1.2571
949	139.0	1.03919	0.0	150.242893	1.959304	7.375979112271541	1.0	Par025	887	1.03919	1.0	150.2428984394793	1.9593087388449932	336240.0	1.0599	23.806746376349523	1.0599	1.05	1.0688
950	153.0	1.19483	0.000625	150.257182	1.9597	3.213649851632047	4.0	Par025	888	1.19483	1.5	150.25716851552036	1.9597105523981992	117889.0	1.1164	26.072730298327393	1.1164	1.0328	1.2108
951	193.0	2.18864	0.0	150.243079	1.960431	-1.0	1.0	Par025	889	2.18864	1.0	150.24307655586193	1.9604397722245896	336410.0	2.1398	24.97650065901725	2.1398	2.0936	2.1823
952	210.0	1.25423	0.00024	150.250187	1.960688	16.29820051413882	1.0	Par025	890	1.25423	1.0	150.25018134669253	1.9606909288113357	336705.0	1.2367	24.808244068042416	1.2367	1.2229	1.2661
955	255.0	1.22832	0.00013	150.241149	1.961419	35.27027027027027	1.0	Par025	891	1.22832	1.0	150.24114623849172	1.9614238836396771	336434.0	1.2398	23.779522045315844	1.2398	1.2193	1.262
956	279.0	0.66876	0.0	150.254075	1.961828	2.476851851851852	4.0	Par025	892	0.66876	1.5	150.25407156260394	1.9618342067978192	118115.0	0.6725	24.83970899208529	0.6725	0.5729	0.7018
957	301.0	1.13463	0.00069	150.248501	1.962247	4.887755102040816	2.0	Par025	893	1.13463	2.0	150.24849650805837	1.962251676541386	336790.0	1.1505	25.520911298721657	1.1505	1.1303	1.1658
958	369.0	2.04531	0.00043	150.252738	1.963223	-1.0	1.0	Par025	894	2.04531	1.0	150.2527346538704	1.9632247832273908	118090.0	2.3059	27.68515613046617	2.3059	2.3	2.3285
959	379.0	2.186375	0.00078	150.248743	1.963256	-1.0	1.0	Par025	895	2.186375	1.0	150.24873591440718	1.963254117538811	117940.0	2.2076	25.512860365524432	2.2076	2.1129	2.2823
960	383.0	2.245485	0.00042	150.242064	1.963241	-1.0	1.0	Par025	896	2.245485	1.0	150.24206293754938	1.963251206840659	336656.0	2.2717	24.467421411956746	2.2717	2.2358	2.2968
961	391.0	1.35605	0.000265	150.230943	1.963366	15.198019801980196	1.0	Par025	897	1.35605	1.0	150.23093540659073	1.9633728840707179	336207.0	1.3465	24.35960705949503	1.3465	1.3367	1.3695
962	396.0	1.17489	0.00019	150.236898	1.963516	13.177570093457945	1.0	Par025	898	1.17489	1.0	150.2369004726177	1.9635216912428268	336487.0	1.5118	26.227918805752527	1.5118	1.492	1.5224
963	400.0	0.82601	0.0	150.255086	1.963567	6.071232876712329	4.0	Par025	899	0.82601	4.0	150.25508959723015	1.9635654686083133	118250.0	0.5769	25.989422767842804	0.5769	0.3772	0.7058
964	405.0	2.244255	0.000715	150.247612	1.963563	-1.0	1.0	Par025	900	2.244255	1.0	150.24760904192118	1.963564385542442	117938.0	2.0419	24.46330621897955	2.0419	1.9913	2.0829
965	453.0	1.06716	0.00012	150.23234	1.96419	68.1704260651629	1.0	Par025	901	1.06716	1.0	150.23234055587815	1.9642004138507274	336392.0	1.0616	23.909150234168926	1.0616	1.0484	1.07
966	476.0	0.89751	0.00149	150.240064	1.964448	10.331950207468878	4.0	Par025	902	0.89751	1.5	150.24006483692042	1.9644559468538247	336708.0	0.876	25.417418533408146	0.876	0.8024	0.908
967	492.0	0.800875	0.0	150.243588	1.964584	10.331707317073173	4.0	Par025	903	1.3605182726366944	1.5	150.24358461605868	1.9645878001013792	117886.0	1.3816	26.093831040653058	1.3816	1.2896	1.4333
968	504.0	1.36708	0.0	150.228703	1.964563	6.150990099009901	1.0	Par025	904	1.36708	1.0	150.22870335885264	1.9645691161789056	336267.0	1.3337	24.177300681825173	1.3337	1.3125	1.3465
969	510.0	1.35524	0.0	150.259587	1.964753	13.197026022304833	1.0	Par025	905	1.35524	1.0	150.2595874838111	1.9647526656220564	118589.0	1.4852	27.296701854841217	1.4852	1.4125	1.5245
970	534.0	1.92888	0.0017399999999999	150.230281	1.965056	-1.0	2.0	Par025	906	1.92888	2.0	150.23027465199493	1.9650665824393336	336394.0	1.8817	25.581770900486397	1.8817	1.7153	2.0411
971	584.0	1.14615	0.0	150.227987	1.965428	12.926374650512582	1.0	Par025	907	1.14615	1.0	150.22797760451726	1.9654349126907005	336354.0	1.9491	23.471745863265493	1.9491	1.9133	1.975
972	647.0	1.988265	0.000255	150.22454	1.966045	-1.0	1.0	Par025	908	1.988265	1.0	150.22453494454052	1.966046965441192	336248.0	1.9917	24.243328306287097	1.9917	1.9682	2.0011
973	661.0	1.35524	0.0	150.229899	1.966152	15.963756177924218	1.0	Par025	909	1.35524	1.0	150.22989281365795	1.9661616830639401	336500.0	1.3216	24.956098221194488	1.3216	1.2537	1.3655
974	789.0	1.82384	0.0	150.225117	1.967525	-1.0	1.0	Par025	910	1.82384	1.0	150.22511894060364	1.9675379964771595	336467.0	1.7436	25.278380712046218	1.7436	1.7147	1.7621
976	797.0	2.12254	0.0	150.246374	1.967634	-1.0	2.0	Par025	911	2.12254	2.0	150.2463712436662	1.9676387908231887	118368.0	1.237	25.443307872604652	1.237	1.1417	2.2904
977	822.0	1.193385	0.000595	150.258492	1.967915	12.146666666666668	1.0	Par025	912	1.193385	1.0	150.25849173731422	1.9679152359331675	119192.0	1.186	23.977962961838152	1.186	1.18	1.2097
978	882.0	1.22457	0.0	150.239389	1.968408	10.763209393346385	2.0	Par025	913	1.22457	2.0	150.23938452034224	1.968415437656491	118167.0	1.0856	22.69148774065341	1.0856	1.0656	1.105
979	904.0	0.7958350000000001	0.0	150.242174	1.968857	7.6871921182266	4.0	Par025	914	0.7958350000000001	4.0	150.24217034514595	1.968854739729814	118325.0	0.1423	26.083317579134523	0.1423	0.0421	1.0977
980	919.0	0.6898	0.00141	150.223976	1.96897	6.704312114989733	4.0	Par025	915	0.6898	1.5	150.22397492503802	1.9689786725609686	336554.0	0.8281	26.171116069363933	0.8281	0.7556	0.8985
981	933.0	1.265	0.0	150.259186	1.968764	13.136826783114993	1.0	Par025	916	1.265	1.0	150.25917647984227	1.9687454580457548	119191.0	1.2828	23.56799904305094	1.2828	1.25	1.3076
982	939.0	2.21278	0.00044	150.237997	1.969177	-1.0	1.0	Par025	917	2.21278	1.0	150.23799956347082	1.969180444572955	118170.0	2.2544	25.829022714855306	2.2544	2.1626	2.315
983	958.0	1.07685	0.0003	150.256182	1.969349	12.708333333333332	1.0	Par025	918	1.07685	1.0	150.25618011909089	1.9693538676179603	119013.0	1.0651	25.865928700448322	1.0651	1.0523	1.0911
984	1110.0	2.10391	0.0	150.240297	1.970627	-1.0	1.0	Par025	919	2.10391	1.0	150.24029849354474	1.9706279332111174	118460.0	1.6767	25.95782221703309	1.6767	1.6529	2.0371
985	1154.0	0.87676	0.0	150.230089	1.970928	22.09230769230769	4.0	Par025	920	0.87676	1.5	150.23009823777068	1.9709361634588136	118033.0	0.885	24.973556958507434	0.885	0.8795	0.9491
986	1174.0	1.41226	0.0	150.258461	1.971148	5.968379446640316	1.0	Par025	921	1.41226	1.0	150.25846231945482	1.9711464957839187	119399.0	0.8501	24.565370873705792	0.8501	0.8308	0.8627
988	1286.0	1.423235	0.0002	150.241429	1.972009	51.10041265474553	1.0	Par025	922	1.423235	1.0	150.2414284224926	1.9720132790612073	118706.0	1.3743	23.589650269433697	1.3743	1.3518	1.3952
990	1381.0	1.429505	0.000985	150.241626	1.973111	2.534059945504087	4.0	Par025	923	1.429505	4.0	150.24163005415002	1.9731180594043405	118814.0	-99.0	27.108946608003013	1.6365	1.63	1.6579
993	1526.0	2.22411	0.00019	150.261965	1.973831	-1.0	1.0	Par025	925	2.22411	1.0	150.2619647422506	1.9738352451137604	120029.0	2.2934	23.340256221856116	2.2934	2.269	2.3045
994	1584.0	2.170325	0.000345	150.262014	1.974932	-1.0	2.0	Par025	926	2.170325	2.0	150.26201374822455	1.9749288712365105	120115.0	2.2968	26.277181759548746	2.2968	2.2799	2.3205
995	1699.0	1.404875	0.00062	150.236412	1.975958	6.368563685636857	1.0	Par025	927	1.404875	1.0	150.23641802163877	1.9759660747266377	118950.0	0.947	25.729894222192055	0.947	0.94	0.9598
996	1716.0	1.41254	0.000725	150.237076	1.976051	2.7852998065764023	4.0	Par025	928	1.41254	4.0	150.23707217946014	1.9760595594300474	118983.0	1.6448	26.297798540734114	1.6448	1.603	1.65
997	1815.0	1.253755	0.00052	150.231034	1.97695	9.514563106796118	1.0	Par025	929	1.253755	1.0	150.23103798364033	1.976959772223157	118848.0	1.2173	24.299789169561755	1.2173	1.1628	1.2394
998	1816.0	1.2383	0.0	150.231259	1.977013	5.040100250626566	1.0	Par025	930	1.2383	1.0	150.23126267664202	1.9770211783335037	118849.0	1.154	24.632022262736164	1.154	1.1299	1.1643
999	1830.0	1.1726450000000002	0.00098	150.239099	1.977002	9.590268886043532	1.0	Par025	931	1.1726450000000002	1.0	150.23909184656327	1.9769950884429548	119241.0	1.1865	23.823084660844668	1.1865	1.18	1.2074
1000	1846.0	1.1979449999999998	0.0003	150.258945	1.977215	11.03671706263499	1.0	Par025	932	1.1979449999999998	1.0	150.25894582246306	1.9772158151048653	120281.0	1.1935	25.40823599837738	1.1935	1.1718	1.2
1001	1874.0	1.175325	0.00027	150.231681	1.977459	14.217687074829932	1.0	Par025	933	1.175325	1.0	150.2316696046755	1.9774672412306897	118927.0	5.5571	25.489636406454046	5.5571	5.5018	5.5996
1002	1899.0	2.18436	0.000725	150.260377	1.977731	-1.0	2.0	Par025	934	2.18436	2.0	150.26037760840117	1.9777264172672397	120396.0	2.3024	27.6716813361759	2.3024	2.2614	2.3136
1003	1953.0	2.22502	0.00071	150.252833	1.978355	-1.0	2.0	Par025	935	2.22502	2.0	150.25283543611556	1.9783553654077433	120127.0	2.3146	26.492704374474076	2.3146	2.2861	2.3234
1004	1997.0	1.17128	0.000565	150.260181	1.978672	4.867595818815331	2.0	Par025	936	1.17128	2.0	150.26018487121044	1.9786718778401506	120512.0	0.9312	25.947618559515014	0.9312	0.909	1.0415
1005	2000.0	1.25516	0.0	150.265662	1.97859	10.0	1.0	Par025	937	1.25516	1.0	150.2656873920618	1.9786149520119483	120817.0	1.3561	23.12431676822737	1.3561	1.3435	1.392
1006	2038.0	2.01475	0.0	150.25471	1.979092	-1.0	3.0	Par025	938	2.01475	3.0	150.2547084223811	1.9790994091316316	120335.0	0.0276	27.12136623388168	0.0276	0.0129	0.0865
1007	2084.0	0.67897	0.00039	150.265861	1.979503	6.1	1.0	Par025	939	0.67897	1.0	150.2658666551952	1.9795008084654213	120935.0	0.6197	23.779586239841315	0.6197	0.6032	0.6719
1008	2118.0	1.17593	0.00087	150.260926	1.97995	10.992779783393502	2.0	Par025	940	1.17593	2.0	150.26092733856783	1.9799495253972155	120748.0	1.0844	25.152503652850946	1.0844	1.0546	1.1587
1009	2128.0	1.24709	0.0	150.229369	1.980106	20.136986301369863	1.0	Par025	941	1.24709	1.0	150.22937752994468	1.9801147851887513	119161.0	1.1635	26.50548179528428	1.1635	1.1436	1.2272
1010	2157.0	2.234795	0.0	150.252469	1.980262	-1.0	2.0	Par025	942	2.234795	2.0	150.2524642763102	1.9802794343097145	120379.0	2.3471	23.880772909079823	2.3471	2.3377	2.3681
1011	2158.0	2.233655	0.000315	150.252445	1.98034	-1.0	1.0	Par025	943	2.233655	1.0	150.2524642763102	1.9802794343097145	120379.0	2.3471	23.880772909079823	2.3471	2.3377	2.3681
1012	2166.0	1.91966	0.00083	150.261033	1.98056	-1.0	1.0	Par025	944	1.91966	1.0	150.26103680404063	1.9805588602953847	120820.0	2.0231	27.709076297334256	2.0231	1.8578	2.1677
1013	2254.0	0.721295	0.001745	150.250499	1.980912	12.483558531627406	1.0	Par025	945	0.721295	1.0	150.25049839798106	1.9809136946852985	120404.0	0.6782	21.632653404618484	0.6782	0.6634	0.6986
1014	2316.0	2.01475	0.0	150.251767	1.98172	-1.0	1.0	Par025	946	2.01475	1.0	150.25176651817634	1.9817281247547165	120522.0	2.1208	24.762176006250808	2.1208	2.0472	2.162
1015	2402.0	0.79801	0.0	150.237408	1.98247	4.625623960066555	4.0	Par025	947	0.79801	4.0	150.2374098399887	1.9824738387022445	119946.0	1.6401	24.92362678054564	1.6401	1.6255	1.6525
1017	2524.0	1.552355	0.0	150.261603	1.983737	-1.0	1.0	Par025	948	1.552355	1.0	150.26160549228825	1.9837366166809844	121289.0	0.8799	26.000322260216002	0.8799	0.87	0.887
1018	2591.0	1.54658	0.0005499999999999	150.237395	1.984402	-1.0	4.0	Par025	949	1.54658	4.0	150.23739629311646	1.984407068622768	120180.0	-99.0	28.58590265137417	1.5473	1.54	1.5677
1020	2717.0	1.80365	0.0	150.231992	1.985636	-1.0	2.0	Par025	950	1.80365	2.0	150.2319921326475	1.9856351054067218	120084.0	1.771	27.085882634527692	1.771	1.6203	1.8668
1021	2725.0	0.930545	0.000655	150.232831	1.985674	11.209302325581394	4.0	Par025	951	0.930545	1.5	150.2328331427448	1.985679456150332	120137.0	0.9072	25.22042635128034	0.9072	0.826	0.9216
1022	2748.0	1.193745	0.00036	150.25248	1.985818	11.938202247191011	1.0	Par025	952	1.193745	1.0	150.2524840591411	1.985819117981068	121116.0	1.1884	25.360059092127383	1.1884	1.18	1.2018
1023	2793.0	1.5273	0.0	150.266316	1.986244	-1.0	2.0	Par025	953	1.5273	2.0	150.26631554271756	1.9862496472557805	121942.0	1.5265	27.40446907446239	1.5265	1.3532	1.5662
1024	2880.0	2.2167	0.000705	150.239085	1.986944	-1.0	1.0	Par025	954	2.2167	1.0	150.23909168191824	1.986947520444337	120604.0	2.2887	25.18096200803774	2.2887	2.2278	2.3313
1025	2898.0	1.5109	0.000125	150.2649	1.986962	39.53488372093023	1.0	Par025	955	1.5109	1.0	150.26490506260868	1.9869573634045563	122046.0	1.3057	24.06614278917276	1.4034	1.3803	1.4195
1026	2911.0	1.33536	0.00093	150.236737	1.986797	7.891414141414143	1.0	Par025	956	1.33536	1.0	150.2367442667396	1.9868030297817556	120503.0	1.3632	23.937656498888348	1.3632	1.3114	1.3951
1027	2970.0	0.78393	0.0	150.264653	1.987483	9.110082304526747	4.0	Par025	957	0.78393	1.5	150.2646643083339	1.9874655100213234	122047.0	0.7815	23.26913138923507	0.7815	0.7537	0.7949
1029	3035.0	1.34603	0.0	150.252565	1.98798	15.015384615384615	1.0	Par025	958	1.34603	1.0	150.25257549627693	1.9879858383924744	121470.0	1.3401	24.66580935379673	1.3401	1.3229	1.3647
1030	3058.0	1.34767	0.00023	150.235443	1.988436	12.619718309859154	1.0	Par025	959	1.34767	1.0	150.23544333473245	1.98844454562342	120624.0	1.646	25.104335116032917	1.646	1.64	1.6682
1031	3094.0	2.28551	0.0	150.249555	1.988796	-1.0	2.0	Par025	960	2.28551	2.0	150.2495497452973	1.988792586464486	121382.0	2.3114	26.85807897169953	2.3114	2.3019	2.32
1033	3118.0	2.0124	0.0	150.257333	1.989065	-1.0	2.0	Par025	961	2.0124	2.0	150.2573385982766	1.9890639550624944	121864.0	2.1568	25.59834250292939	2.1568	2.0675	2.2321
1034	3120.0	1.13611	0.000765	150.245085	1.98901	5.528708133971293	1.0	Par025	962	1.13611	1.0	150.24508967200057	1.9890224913038037	121200.0	1.0475	24.93440578463577	1.0475	1.0027	1.0809
1035	3131.0	1.90615	0.0	150.251245	1.989183	-1.0	2.0	Par025	963	1.90615	2.0	150.2512604293549	1.9891770703248015	121530.0	2.25	25.843650168869527	2.25	2.063	2.2716
1036	3140.0	1.334475	7.999999999999999e-05	150.232582	1.989144	66.99751861042184	1.0	Par025	964	1.334475	1.0	150.23258376539323	1.9891517219202772	120572.0	1.3978	23.884379660007937	1.3978	1.3845	1.4184
1037	3143.0	1.76202	0.0	150.253333	1.989233	-1.0	1.0	Par025	965	1.76202	1.0	150.2533340006099	1.9892322487984626	121646.0	1.9444	25.202231310547152	1.9444	1.85	1.9781
1038	3185.0	1.5138699999999998	0.000465	150.257929	1.9897	3.561470215462611	2.0	Par025	966	1.5138699999999998	2.0	150.25792364577634	1.9896933059916235	122015.0	1.6247	25.5078642168736	1.6247	1.527	1.6591
1039	3188.0	1.33286	0.00061	150.232713	1.98978	6.322008862629247	1.0	Par025	967	1.33286	1.0	150.23271507633896	1.9897854503034889	120663.0	1.635	25.44612935801297	1.635	0.971	1.64
1040	3231.0	1.370215	0.000455	150.247779	1.990303	6.0434782608695645	1.0	Par025	968	1.370215	1.0	150.24779198906458	1.9903058059419236	121508.0	1.433	27.36221985109125	1.433	1.3262	1.5059
1041	3237.0	1.179365	0.001075	150.238334	1.99033	8.056994818652852	1.0	Par025	969	1.179365	1.0	150.23833584168827	1.9903391824738583	121030.0	1.0404	25.73772998148057	1.0404	1.023	1.1093
1042	3242.0	1.32772	0.0	150.259061	1.990395	5.963636363636363	1.0	Par025	970	1.32772	1.0	150.25905879165015	1.990390503954644	122157.0	1.2627	26.119988193317965	1.2627	1.1576	1.3209
1043	3307.0	2.2306	0.00053	150.24373	1.991061	-1.0	1.0	Par025	971	2.2306	1.0	150.24372169051586	1.9910709430325995	121401.0	2.2703	25.80709511401118	2.2703	2.2629	2.28
1044	3328.0	0.672445	0.0007999999999999	150.248421	1.991237	9.39703628002044	4.0	Par025	972	0.672445	1.5	150.248425917432	1.991240870015941	121680.0	0.5841	25.7964535807208	0.5841	0.524	0.6287
1045	3369.0	2.0576100000000004	0.00035	150.23729	1.991689	-1.0	2.0	Par025	973	2.0576100000000004	2.0	150.23729443544414	1.9916898120087716	121153.0	2.3133	26.618681860911863	2.3133	2.2891	2.32
1046	3387.0	1.10015	0.00087	150.239902	1.991741	5.527777777777777	1.0	Par025	974	1.10015	1.0	150.23990624070169	1.9917524410057499	121319.0	1.0468	25.315087131775037	1.0468	1.0365	1.0798
1048	3622.0	0.909305	0.00122	150.244691	1.994967	11.09059434506636	4.0	Par025	975	1.502644181598725	1.5	150.24469599677008	1.9949664972069314	122063.0	1.5984	26.597279561739363	1.5984	1.5095	1.6743
1049	3638.0	1.217915	0.00055	150.235399	1.99502	7.14987714987715	1.0	Par025	976	1.217915	1.0	150.23540625469485	1.9950201538303212	121555.0	1.2495	25.385711981242494	1.2495	1.1501	1.3487
1051	3703.0	1.508515	0.00069	150.245311	1.995866	2.152993548387096	4.0	Par025	977	1.508515	1.5	150.24531746713885	1.995851578225246	122285.0	1.5234	24.39524266318593	1.5234	1.4953	1.5561
1052	3713.0	0.87971	0.00034	150.241693	1.996477	26.16974972796518	4.0	Par025	978	0.87971	1.5	150.24169267189748	1.9964791922889016	122132.0	0.8829	24.442989191298064	0.8829	0.8707	0.89
1053	3717.0	1.17531	0.00067	150.241282	1.996497	18.893905191873586	4.0	Par025	979	1.17531	1.5	150.24128340874438	1.9964941499173499	122128.0	1.0378	24.974235024997018	1.0378	1.03	1.0894
1054	3732.0	2.163785	0.0012	150.240348	1.99703	-1.0	2.0	Par025	980	2.163785	2.0	150.24036050844379	1.9970462413879069	122133.0	2.127	27.292111372579214	2.127	1.9921	2.2606
1055	3772.0	1.96099	0.0	150.237161	1.997786	-1.0	1.0	Par025	981	1.96099	1.0	150.23717574494592	1.997797827695743	122083.0	2.2833	25.377459907622033	2.2833	2.263	2.29
1056	3811.0	2.116085	0.000455	150.236742	1.99983	-1.0	1.0	Par025	982	2.116085	1.0	150.2367510627289	1.999835468511901	122358.0	2.095	26.061363151252742	2.095	2.0589	2.2115
1058	91.0	1.21334	0.0	150.25258	1.957975	4.051643192488263	4.0	Par025	983	1.21334	1.5	150.25257579776354	1.9579784156234095	336512.0	1.2201	24.726980494565947	1.2201	1.1563	1.2393
1059	93.0	1.24657	0.00024	150.254536	1.957946	15.886075949367088	1.0	Par025	984	1.24657	1.0	150.25453157070876	1.9579476545575	336571.0	1.2382	25.327319605510578	1.2382	1.2234	1.2586
1060	165.0	1.35369	0.00055	150.251991	1.96007	4.95104895104895	4.0	Par025	985	1.35369	1.5	150.25198220802986	1.9600748823804461	336698.0	1.2754	26.17368892214213	1.2754	1.2406	1.4217
